longitud,densidad_escamas
3.817195031671016,8.810027192892534
2.1545856585904626,12.98047638361528
6.223220518659747,9.507771257392543
5.898173386021122,7.812593330975739
5.553022217607037,8.818914112205483
4.354299131330648,8.073717976110236
6.3892492460724855,9.543904043920676
4.348368382431687,7.151168219059062
4.7695181930036865,7.1593918304849735
5.2743266345260045,7.502298325560039
4.6001967464002345,8.548264092216327
5.025650122083748,7.856870696416456
4.877440300948964,8.862094271956405
4.415926212948454,6.84263245510553
3.5803164321201035,9.0436494560501
2.554825308694504,12.07677556618483
4.557042169607169,7.709732526137247
2.7415446237827696,12.566299684792053
4.064198364283312,7.757269207237492
3.890049035400763,9.312050858533373
2.190937675890745,13.820686009757802
2.2791553975778664,12.905773303657355
6.437944924272231,8.10065195748208
6.04756128579275,7.747590194632385
6.3446942813208675,8.968055802298483
3.809091597062245,8.216708947651412
5.963774521392003,7.123081916935816
6.975837503922616,9.150374066806396
3.3194572873229085,9.387148857100431
2.4708675757332474,13.83387888991022
5.787850299545433,8.705826465766343
5.456459744184071,7.459625441279428
4.403716458390762,9.261230769952416
4.108156458529123,8.87970778531674
4.317727251242719,7.253221709787653
3.1287511928331067,9.184253160498418
5.509339543964584,8.009626574851362
3.976569773501676,7.6057540771663374
5.397890349020182,6.875585403860363
3.3577493932346703,9.303736149580427
5.524549581193777,6.121525772746309
4.4770627819346585,8.538216176108207
3.588801338289473,9.532874637232467
2.0907167936259867,14.089669930497212
4.5389053479428325,8.200948482916294
2.8520175376934214,10.319659679674654
4.502890731949464,8.170226390523302
6.975121064417729,12.438682669881748
5.855256074598937,8.107708008925004
5.857785873327978,9.514523125081134
6.99110006335037,10.973468004101957
5.112301710940313,7.295105933441361
2.9250485439591194,10.360396487970851
6.637538007069776,10.4331622446443
6.7558440176236445,9.812265204851643
6.665971924072959,9.081875880987194
6.984405021827053,9.373167150186688
6.661492762117327,9.626460689047725
3.08690149474284,9.328383430238445
5.163930468642754,6.782007525745358
5.563942791359231,6.9403924657751155
6.8362742786359405,9.694115256827
2.4215076691683866,13.191147298639686
5.352870012193192,8.399273250418611
2.004840714138786,15.191006967156794
6.338985925872836,8.969129190003946
4.748524035398748,6.194569755400777
2.607005258272903,12.054085080580574
4.2395289087677215,7.481853530949849
2.80039444560792,12.073789166687265
5.220277432083654,7.383812277313934
2.59665012813148,11.26250774502699
2.2765961400513275,12.9469828024286
2.2166301257930927,13.217242342147212
6.150931028802064,7.894791575713576
2.6788427702031314,11.741531262348824
2.618797512194666,11.525646672852107
6.925256393572202,11.599782579564257
6.5356403470308075,8.505117619858181
5.76144218947838,8.448277487492836
4.419578982583522,9.010251163907883
3.895375998855213,7.706146789580065
3.983179753834112,8.83707574964905
4.5616516265405584,7.2586293683632945
2.605017666252936,12.087664643930411
2.9178111632082766,11.841337917001884
6.016178920523907,9.18260577387231
4.641822134777397,7.786415531273901
6.818720601814201,9.951742663985954
4.464731014790827,9.366024885261872
4.409717230240812,10.254793937408515
2.2126175373949297,13.4558543524925
2.997923967331949,10.18019225527135
4.10671206624184,8.003479776800232
6.660849715495276,9.822260739128275
4.8478320409071065,7.518170212888843
4.999854399706984,8.260279381828282
5.244401411668108,8.037678575423023
3.207000856848036,10.792595537259807
4.359027592806946,7.850230962423657
6.179275668441401,8.295722807005877
6.146260298848013,8.414215975166048
5.590851515649704,7.410700313106508
4.633639129869762,7.9479143586240815
6.3167499934726425,8.994141545634298
5.667670870557723,8.696582154224869
4.55472087898602,7.7295418993824585
3.0572464047912717,10.008924829822206
5.8509835022209264,8.063287207885349
2.7445972043805105,10.864361260939383
5.372723928501765,7.359633774131701
6.917477573436389,10.88891376060539
4.828931548081892,6.9156929948616686
3.176504568543857,11.355885298337453
5.769461276992312,6.917164711086433
6.970407989291794,10.676908609764153
6.050994972430057,7.466720581161201
5.093038566317998,8.243684511891319
4.451680313227276,7.94637888578146
2.152125669755818,14.587460707573646
4.7111991280580545,7.704142653998657
2.2901012012633544,12.893767778244415
4.7785655197827435,8.289965276486939
5.290907867840637,8.803383064833696
2.808969787932985,11.088021004345816
5.941984629266592,9.121336539747137
5.5217101474417305,8.181662501200538
6.600033591504358,9.684090975853977
6.535310066718103,8.49735664126359
3.881147914119603,9.211759453190957
5.877978611342735,8.196043225107315
3.8681393303270615,9.736828225061073
5.427269470823095,8.179270437225814
2.4768425274080523,14.340608042338165
5.76552154141859,7.6136055337866075
2.392349488606645,13.390152017776765
5.70427677481481,8.928515454977926
6.395433951782825,7.872867138426211
3.116832875159228,11.590686800244296
6.634850681588942,9.566895205753807
6.9406211234163155,10.854423437416408
4.181847114379028,7.366640868586874
3.1293782463610875,9.513228183032322
2.7777505182561835,11.78924888520104
6.441347867682331,9.622756464475636
4.693670695237318,7.92085027496188
3.7663924376914375,8.335196206113602
4.136991149219602,7.268349473131425
4.0227430343192205,8.122958041504003
2.971986997107895,10.443024287882114
